Date,Price,Volume
14-Aug-18,9.8,10.3
15-Aug-18,9.79,7.34
16-Aug-18,9.79,6.14
17-Aug-18,9.78,5.92
20-Aug-18,9.79,6.42
21-Aug-18,9.82,13.85
23-Aug-18,9.81,10.97
24-Aug-18,9.81,6.11
27-Aug-18,9.93,12.8
28-Aug-18,10,10.45
29-Aug-18,10,14.72
30-Aug-18,9.96,10.07
3-Sep-18,10.02,9.77
4-Sep-18,9.99,8.29
5-Sep-18,9.87,13.45
6-Sep-18,9.88,4.61
7-Sep-18,9.89,4.51
12-Sep-18,9.8,13.81
13-Sep-18,9.88,12.13
14-Sep-18,9.9,10.08
18-Sep-18,9.74,12.63
19-Sep-18,9.75,8.24
20-Sep-18,9.79,7.82
21-Sep-18,9.79,57.21
24-Sep-18,9.79,7.04
25-Sep-18,9.8,3.8
26-Sep-18,9.78,17.13
27-Sep-18,9.79,9.19
28-Sep-18,9.79,13.36
1-Oct-18,9.71,5.94
2-Oct-18,9.74,6.42
3-Oct-18,9.71,10.22
4-Oct-18,9.7,9.84
5-Oct-18,9.66,7.78
8-Oct-18,9.65,8.5
9-Oct-18,9.65,6.91
10-Oct-18,9.51,13.11
11-Oct-18,9.28,18.66
12-Oct-18,9.58,15.69
15-Oct-18,9.58,10.74
16-Oct-18,9.55,8
17-Oct-18,9.59,12.19
18-Oct-18,9.6,7.88
19-Oct-18,9.6,10.53
22-Oct-18,9.6,7.15
23-Oct-18,9.4,11.92
24-Oct-18,9.38,6.08
25-Oct-18,9.47,8.45
26-Oct-18,9.44,6.51
29-Oct-18,9.27,2.79
30-Oct-18,9.34,4.86
31-Oct-18,9.49,12.12
1-Nov-18,9.4,8.07
2-Nov-18,9.4,10.61
5-Nov-18,9.38,4.49
7-Nov-18,9.28,14.82
8-Nov-18,9.32,8.75
9-Nov-18,9.29,10.22
12-Nov-18,9.2,4.84
13-Nov-18,9.19,7.73
14-Nov-18,9.29,4.01
15-Nov-18,9.38,6.54
16-Nov-18,9.45,9.6
19-Nov-18,9.5,5.87
21-Nov-18,9.4,7
22-Nov-18,9.39,2.99
23-Nov-18,9.42,1.58
26-Nov-18,9.45,4.47
27-Nov-18,9.4,7.67
28-Nov-18,9.43,10.1
29-Nov-18,9.45,10.53
30-Nov-18,9.39,15.6
3-Dec-18,9.43,8.41
4-Dec-18,9.42,8.4
5-Dec-18,9.42,2.78
6-Dec-18,9.44,4.54
7-Dec-18,9.42,2.51
10-Dec-18,9.37,3.08
11-Dec-18,9.34,6.82
12-Dec-18,9.29,6.67
13-Dec-18,9.44,5.24
14-Dec-18,9.37,4.93
17-Dec-18,9.3,4.95
18-Dec-18,9.22,5.72
19-Dec-18,9.33,6.85
20-Dec-18,9.3,4.15
21-Dec-18,9.29,13.7
24-Dec-18,9.26,4.89
26-Dec-18,9.35,2.53
27-Dec-18,9.4,2.73
28-Dec-18,9.43,3.42
31-Dec-18,9.5,9.54
2-Jan-19,9.39,4.09
3-Jan-19,9.36,6.98
4-Jan-19,9.35,4.23
7-Jan-19,9.46,7.58
8-Jan-19,9.47,6.68
9-Jan-19,9.47,7.43
10-Jan-19,9.45,6.41
11-Jan-19,9.45,8.56
14-Jan-19,9.43,2.58
15-Jan-19,9.41,8.87
16-Jan-19,9.42,5.91
17-Jan-19,9.41,5.3
18-Jan-19,9.55,7.47
22-Jan-19,9.51,8.84
23-Jan-19,9.54,10.8
24-Jan-19,9.62,14.95
25-Jan-19,9.66,13.45
28-Jan-19,9.66,10.64
29-Jan-19,9.69,14.15
30-Jan-19,9.6,9.49
31-Jan-19,9.54,17.02
4-Feb-19,9.57,6.69
7-Feb-19,9.59,8.38
8-Feb-19,9.58,11.29
11-Feb-19,9.59,9.39
12-Feb-19,9.56,6.18
13-Feb-19,9.55,8.71
14-Feb-19,9.55,9.23
15-Feb-19,9.47,10.59
18-Feb-19,9.48,2.59
19-Feb-19,9.48,28.16
20-Feb-19,9.52,22.18
21-Feb-19,9.53,10.88
22-Feb-19,9.54,7.14
25-Feb-19,9.54,6.37
26-Feb-19,9.55,22.19
27-Feb-19,9.58,21.04
28-Feb-19,9.53,15.94
1-Mar-19,9.53,15.99
4-Mar-19,9.54,6.56
5-Mar-19,9.53,5.97
6-Mar-19,9.54,6.94
7-Mar-19,9.53,9.14
8-Mar-19,9.53,10
11-Mar-19,9.47,5.99
12-Mar-19,9.49,6.56
13-Mar-19,9.55,9.01
14-Mar-19,9.49,6.03
15-Mar-19,9.47,12.41
18-Mar-19,9.49,4.2
19-Mar-19,9.48,7.33
20-Mar-19,9.47,4.19
21-Mar-19,9.4,10.79
22-Mar-19,9.29,9.65
25-Mar-19,9.23,8.18
26-Mar-19,9.25,13.55
27-Mar-19,9.26,7.54
28-Mar-19,9.26,10.76
29-Mar-19,9.27,12.31
1-Apr-19,9.2,10
2-Apr-19,9.25,9.28
3-Apr-19,9.24,8.13
4-Apr-19,9.27,9.26
5-Apr-19,9.26,7.89
8-Apr-19,9.28,5.18
9-Apr-19,9.3,9.05
10-Apr-19,9.28,7.98
11-Apr-19,9.26,9.16
12-Apr-19,9.27,6.4
15-Apr-19,9.25,4.28
16-Apr-19,9.21,10.53
17-Apr-19,9,19.41
18-Apr-19,9,19.8
19-Apr-19,9.09,4.48
22-Apr-19,9.15,6.55
23-Apr-19,9.16,5.86
24-Apr-19,9.14,11.42
25-Apr-19,9.13,9.55
26-Apr-19,9.14,8.89
29-Apr-19,9.14,4.7
30-Apr-19,9.25,13.97
2-May-19,9.25,5.77
3-May-19,9.26,9.42
6-May-19,9.3,3.01
7-May-19,8.99,6.7
8-May-19,8.97,5.89
9-May-19,8.97,11.64
10-May-19,8.97,9.95
13-May-19,8.98,9.16
14-May-19,8.96,9.81
15-May-19,9.01,14.21
16-May-19,8.96,6.56
17-May-19,9,5.44
21-May-19,8.99,5.88
23-May-19,9.02,9.07
24-May-19,8.99,4.78
27-May-19,8.99,4.58
28-May-19,8.99,16.56
29-May-19,9.05,5.61
30-May-19,9.01,5.65
31-May-19,9.02,6.92
3-Jun-19,8.99,8.59
4-Jun-19,8.97,5.29
7-Jun-19,8.99,9.09
10-Jun-19,9.04,4.04
11-Jun-19,8.99,2.93
12-Jun-19,9,4.19
13-Jun-19,8.96,4.88
14-Jun-19,8.96,6.65
17-Jun-19,8.96,5.02
18-Jun-19,8.93,5.28
19-Jun-19,8.94,7.57
20-Jun-19,8.94,7.65
21-Jun-19,8.94,11.04
24-Jun-19,8.96,7.1
25-Jun-19,8.93,8.64
26-Jun-19,8.92,6.92
27-Jun-19,8.89,7.93
28-Jun-19,8.88,7.55
1-Jul-19,8.91,3.66
2-Jul-19,8.98,12.84
3-Jul-19,8.97,9.67
4-Jul-19,8.98,7.72
5-Jul-19,8.97,5.13
8-Jul-19,8.92,5.6
9-Jul-19,8.94,8.07
10-Jul-19,8.94,5.88
11-Jul-19,8.95,4.32
12-Jul-19,8.92,10.9
15-Jul-19,8.9,3.7
16-Jul-19,8.89,3.59
17-Jul-19,8.88,5.7
18-Jul-19,8.86,3.84
19-Jul-19,8.87,4.5
22-Jul-19,8.82,6.06
23-Jul-19,8.82,6.37
24-Jul-19,8.76,5.07
25-Jul-19,8.75,9.11
26-Jul-19,8.73,4.58
29-Jul-19,8.73,5.07
31-Jul-19,8.65,17.15
1-Aug-19,8.69,5.04
2-Aug-19,8.65,6.82
5-Aug-19,8.58,8.83
6-Aug-19,8.59,9.92
7-Aug-19,8.6,8.3
8-Aug-19,8.62,6.22
9-Aug-19,8.6,6.56
13-Aug-19,8.56,5.92
14-Aug-19,8.59,9.5
15-Aug-19,8.55,8.88
16-Aug-19,8.51,10.12
19-Aug-19,8.52,6.71
20-Aug-19,8.55,10.35
21-Aug-19,8.53,5.82
22-Aug-19,8.56,5.95
23-Aug-19,8.64,6.33
26-Aug-19,8.59,6.01
27-Aug-19,8.55,14.19
28-Aug-19,8.53,5.6
29-Aug-19,8.57,8.27
30-Aug-19,8.69,9.21
3-Sep-19,8.7,8.6
4-Sep-19,8.72,8.8
5-Sep-19,8.74,8.27
6-Sep-19,8.75,7.44
10-Sep-19,8.86,12.51
11-Sep-19,8.89,11.23
12-Sep-19,8.9,12.78
13-Sep-19,8.9,10.33
17-Sep-19,8.9,13.91
18-Sep-19,8.7,6.04
19-Sep-19,8.64,6.75
20-Sep-19,8.73,13.27
23-Sep-19,8.72,3.99
24-Sep-19,8.65,8.89
25-Sep-19,8.62,4.08
26-Sep-19,8.7,7.63
27-Sep-19,8.6,4.33
30-Sep-19,8.51,9.06
1-Oct-19,8.59,5.55
2-Oct-19,8.53,3.92
3-Oct-19,8.48,6.57
4-Oct-19,8.44,10.66
7-Oct-19,8.47,4.1
8-Oct-19,8.45,5.38
9-Oct-19,8.38,4.47
10-Oct-19,8.39,3.47
11-Oct-19,8.44,3.99
14-Oct-19,8.53,4.91
15-Oct-19,8.51,3.75
16-Oct-19,8.52,8.85
17-Oct-19,8.52,5.99
18-Oct-19,8.5,7.1
21-Oct-19,8.49,3.74
22-Oct-19,8.5,6.5
23-Oct-19,8.47,4.09
24-Oct-19,8.46,7.46
25-Oct-19,8.45,3.15
29-Oct-19,8.47,14.63
30-Oct-19,8.47,6.98
31-Oct-19,8.6,21.25
1-Nov-19,8.6,3.68
4-Nov-19,8.63,11.28
5-Nov-19,8.66,15.37
6-Nov-19,8.71,6.58
7-Nov-19,8.75,8.06
8-Nov-19,8.83,11.93
11-Nov-19,8.85,8.7
12-Nov-19,8.79,3.94
13-Nov-19,8.65,7.35
14-Nov-19,8.67,6.24
15-Nov-19,8.66,7.01
18-Nov-19,8.66,5.25
19-Nov-19,8.65,4.64
20-Nov-19,8.67,11.37
21-Nov-19,8.64,5.47
22-Nov-19,8.64,5.06
25-Nov-19,8.66,6.02
26-Nov-19,8.59,15.54
27-Nov-19,8.58,4.51
28-Nov-19,8.52,8.07
29-Nov-19,8.53,6.02
2-Dec-19,8.51,3.64
3-Dec-19,8.51,6.2
4-Dec-19,8.5,6.85
5-Dec-19,8.53,7.25
6-Dec-19,8.5,3.09
9-Dec-19,8.56,3.07
10-Dec-19,8.54,3.22
11-Dec-19,8.54,5.46
12-Dec-19,8.51,6.78
13-Dec-19,8.54,10.52
16-Dec-19,8.52,5.15
17-Dec-19,8.55,7.65
18-Dec-19,8.64,10.31
19-Dec-19,8.7,7.65
20-Dec-19,8.62,10.13
23-Dec-19,8.62,5.22
24-Dec-19,8.6,2.35
26-Dec-19,8.64,0.38
27-Dec-19,8.61,6.5
30-Dec-19,8.72,3.76
31-Dec-19,8.64,6.93
2-Jan-20,8.75,5.72
3-Jan-20,8.75,6.45
6-Jan-20,8.65,4.53
7-Jan-20,8.65,6.51
8-Jan-20,8.54,4.73
9-Jan-20,8.65,6
10-Jan-20,8.65,8.11
13-Jan-20,8.65,6.46
14-Jan-20,8.65,6.87
15-Jan-20,8.6,3.52
16-Jan-20,8.61,6.32
17-Jan-20,8.62,5.51
20-Jan-20,8.6,3.92
21-Jan-20,8.6,3.88
22-Jan-20,8.55,5.62
23-Jan-20,8.51,5.8
24-Jan-20,8.53,2.74
28-Jan-20,8.46,12.74
29-Jan-20,8.45,9.14
30-Jan-20,8.49,6.86
31-Jan-20,8.43,16.26
3-Feb-20,8.36,7.05
4-Feb-20,8.4,10.39
5-Feb-20,8.36,9.69
6-Feb-20,8.45,6.8
7-Feb-20,8.51,9.3
10-Feb-20,8.48,5.7
11-Feb-20,8.54,10.88
12-Feb-20,8.46,15.38
13-Feb-20,8.46,7.95
14-Feb-20,8.47,6.15
17-Feb-20,8.49,3.41
18-Feb-20,8.47,7.88
19-Feb-20,8.4,7.35
20-Feb-20,8.42,6.47
21-Feb-20,8.41,5.1
24-Feb-20,8.2,31.88
25-Feb-20,8.28,9.92
26-Feb-20,8.33,13.8
27-Feb-20,8.52,10.52
28-Feb-20,8.42,21.39
2-Mar-20,8.39,19.12
3-Mar-20,8.41,13.11
4-Mar-20,8.47,12.4
5-Mar-20,8.53,12.1
6-Mar-20,8.5,10.33
9-Mar-20,8.24,16.19
10-Mar-20,8.37,18.27
11-Mar-20,8.39,11.6
12-Mar-20,8.28,16.42
13-Mar-20,7.88,50.58
16-Mar-20,7.29,45.55
17-Mar-20,7.36,28.86
18-Mar-20,7.26,23.44
19-Mar-20,7.08,23.99
20-Mar-20,7.51,22.6
23-Mar-20,7.12,18.6
24-Mar-20,7.3,14.42
25-Mar-20,7.3,14.45
26-Mar-20,7.27,13.34
27-Mar-20,7.37,15.86
30-Mar-20,7.31,10.91
31-Mar-20,7.45,14.39
1-Apr-20,7.32,12.97
2-Apr-20,7.34,9.87
3-Apr-20,7.4,6.93
6-Apr-20,7.65,6.53
7-Apr-20,7.83,14.04
8-Apr-20,7.87,7.98
9-Apr-20,7.9,9.05
10-Apr-20,7.5,3.2
13-Apr-20,7.45,3.7
14-Apr-20,7.58,5.09
15-Apr-20,7.64,7.22
16-Apr-20,7.58,9.13
17-Apr-20,7.7,5.77
20-Apr-20,7.69,7.33
21-Apr-20,7.56,4.96
22-Apr-20,7.5,8.62
23-Apr-20,7.42,7.7
24-Apr-20,7.36,7.65
27-Apr-20,7.4,3.11
28-Apr-20,7.36,7.85
29-Apr-20,7.41,3.06
30-Apr-20,7.57,7.5
4-May-20,7.38,7.09
5-May-20,7.48,3.95
6-May-20,7.41,5.7
8-May-20,7.41,7.31
12-May-20,7.44,5.22
13-May-20,7.39,5.63
14-May-20,7.4,3.83
15-May-20,7.4,2.74
18-May-20,7.41,3.75
19-May-20,7.45,5.31
20-May-20,7.49,2.98
21-May-20,7.51,6.72
22-May-20,7.43,7.05
27-May-20,7.4,10.83
28-May-20,7.41,7.07
29-May-20,7.5,15.32
1-Jun-20,7.48,4.35
2-Jun-20,7.51,7.37
3-Jun-20,7.98,14.94
4-Jun-20,8.19,14.8
5-Jun-20,8.08,10.09
9-Jun-20,8.2,10.9
10-Jun-20,8.2,6.3
11-Jun-20,8.08,8.4
12-Jun-20,7.91,7.36
15-Jun-20,7.7,8.63
16-Jun-20,7.76,5.87
17-Jun-20,7.77,3.46
18-Jun-20,7.71,7.33
19-Jun-20,7.66,13.7
22-Jun-20,7.66,3.02
23-Jun-20,7.65,2.93
24-Jun-20,7.64,3.12
25-Jun-20,7.61,3.36
26-Jun-20,7.62,2.4
29-Jun-20,7.53,4.66
30-Jun-20,7.51,6.57
1-Jul-20,7.52,3.57
2-Jul-20,7.62,6.6
3-Jul-20,7.71,2.72
6-Jul-20,7.83,3.26
7-Jul-20,7.82,9.49
8-Jul-20,7.91,9.8
9-Jul-20,7.91,10.7
10-Jul-20,7.9,6.08
13-Jul-20,7.89,4.4
14-Jul-20,7.86,6
15-Jul-20,7.91,9.01
16-Jul-20,7.82,4.36
17-Jul-20,7.94,7.16
20-Jul-20,7.82,5.52
21-Jul-20,7.86,4.5
22-Jul-20,7.85,4.65
23-Jul-20,7.88,4.59
24-Jul-20,7.85,5.22
27-Jul-20,7.82,2.03
28-Jul-20,7.83,5.55
29-Jul-20,7.75,5.62
30-Jul-20,7.67,9.11
3-Aug-20,7.5,7.29
4-Aug-20,7.5,5.74
5-Aug-20,7.47,6.28
6-Aug-20,7.52,3.43
7-Aug-20,7.5,2.38
8-Aug-20,7.6,2.4
10-Aug-20,7.52,3.43
11-Aug-20,7.49,3.94
12-Aug-20,7.65,2.8
13-Aug-20,7.8,4.03
14-Aug-20,7.8,5.37
17-Aug-20,7.81,3.56
18-Aug-20,7.63,5.32
19-Aug-20,7.64,4.71
21-Aug-20,7.55,4.92
24-Aug-20,7.48,11.83
25-Aug-20,7.49,7.02
26-Aug-20,7.46,9.4
27-Aug-20,7.46,12.37
28-Aug-20,7.33,15.7
1-Sep-20,7.13,19.68
2-Sep-20,7.25,7.4
3-Sep-20,7.21,4.96
4-Sep-20,7.21,6.15
7-Sep-20,7.26,1.43
8-Sep-20,7.5,5.6
9-Sep-20,7.45,4.8
10-Sep-20,7.5,5.85
11-Sep-20,7.45,3.27
14-Sep-20,7.28,4.75
15-Sep-20,7.5,3.87
17-Sep-20,7.37,3.12
18-Sep-20,7.21,17.63
21-Sep-20,7.19,6.55
22-Sep-20,7.2,5.68
23-Sep-20,7.17,5.25
24-Sep-20,7.09,9.66
25-Sep-20,7.08,4.51
28-Sep-20,7.1,6.19
29-Sep-20,7.16,6.19
30-Sep-20,7.22,4.47
